id,product_id,customer_name,rating,title,content,verified_purchase,helpful_votes,review_date,size_worn,color_purchased
review_dae284b5,product_0311a4ca,Emily Johnson,5,Perfect for Every Occasion!,"The Rust Peak Cozy Crewneck is my new go-to! It's incredibly soft and versatile, making it perfect for both casual outings and cozy nights in. Plus, knowing it's made with sustainable materials makes me feel good about my purchase.",True,12,2023-10-01,M,Rust
review_25d8dd09,product_0311a4ca,Mark Thompson,4,Great Fit and Style,"I love the fit of this crewneck! It’s relaxed without being too baggy, and the rust color is perfect for fall. I wore it on a hike in the Cascades, and it kept me warm without overheating. Definitely a solid buy!",True,8,2023-10-02,L,Rust
review_c066818f,product_0311a4ca,Sarah Lee,3,"Nice, but not what I expected","The Rust Peak Cozy Crewneck is cute, but I found it a bit shorter than I anticipated. It feels great and is made from eco-friendly materials, but I wish it had a bit more length for my tall frame. Still, I appreciate the brand's commitment to sustainability.",True,5,2023-10-03,XL,Rust
review_8b6079e5,product_0311a4ca,James Rodriguez,2,Disappointed in Quality,"I was really excited to try this crewneck, but after a few washes, it started to pill. I love the brand's mission and the fit is nice, but I expected better durability for the price. I hope they improve the fabric quality.",True,3,2023-10-04,M,Rust
review_bd7dc25a,product_0311a4ca,Laura Kim,5,Cozy and Stylish!,This crewneck is a dream! It’s super cozy and perfect for layering. I love wearing it while sipping coffee on my porch in Seattle. The sustainability aspect is a huge plus for me. Highly recommend!,True,20,2023-10-05,S,Rust
review_cd15e1ad,product_afa4fe34,Sarah Thompson,5,Perfect for PNW Adventures!,"I absolutely love my Charcoal Adventure Anorak! It’s lightweight yet warm, perfect for those unpredictable PNW weather changes. The eco-friendly materials give me peace of mind, and it fits like a dream. Highly recommend for anyone who loves the outdoors!",True,12,2023-09-15,M,Charcoal
review_6d4463d1,product_afa4fe34,Mark Jensen,4,Great for Urban and Trail!,"This anorak is super versatile! I wear it for my morning runs and then throw it on for brunch with friends. The fabric feels durable and the fit is just right. My only wish is for more pockets, but overall, a solid purchase.",True,8,2023-09-20,L,Charcoal
review_bd791c29,product_afa4fe34,Emily Chen,3,Good but not as expected,"I like the design and sustainability aspect, but the fit was a bit off for me. I ordered a size up, but it still felt snug around the shoulders. It’s nice for light hikes, but I was hoping for something a bit more roomy.",True,5,2023-09-25,XL,Charcoal
review_a943620b,product_afa4fe34,Jason Lee,2,Not worth the price,"I was really excited about this anorak, but it didn’t live up to my expectations. The material felt thin and not very warm. I expected better quality for the price, especially being eco-friendly. Disappointed overall.",True,3,2023-09-30,M,Charcoal
review_5880f396,product_afa4fe34,Rachel Adams,5,Stylish and Functional!,"This anorak has become my go-to for everything! From hikes in the Cascades to casual outings in Seattle, it’s stylish and functional. I love the sustainable materials and the fit is flattering. Definitely a must-have for anyone who loves the outdoors!",True,20,2023-10-05,S,Charcoal
review_46a289cf,product_641df131,Emily Johnson,5,Perfect for Hiking and Everyday Wear!,"I absolutely love these Burgundy Trail Leggings! They are super comfortable and fit like a dream. I wear them for both hiking in the Cascades and running errands around town. Plus, knowing they are made from sustainable materials makes me feel good about my purchase!",True,12,2023-10-01,M,Burgundy
review_811330be,product_641df131,Mark Thompson,4,Great for Layering!,"These leggings are fantastic for layering under my shorts on those chilly mornings in Portland. The fit is true to size and they move with me during my morning jogs. I wish they had a pocket, but overall, a solid purchase!",True,8,2023-09-15,L,Burgundy
review_83488e9e,product_641df131,Sarah Lee,3,Decent but Not Perfect,"I like the look and feel of these leggings, but they tend to ride up during my yoga sessions. They are stylish enough for casual outings, but I expected a bit more comfort for the price. The sustainability aspect is a big plus, though!",True,5,2023-10-05,S,Burgundy
review_d345d45d,product_641df131,Jason Rivera,2,Not What I Expected,"I was really excited about these leggings, but they didn't hold up during my outdoor activities. The fabric felt a bit thin, and I ended up feeling cold. I appreciate the eco-friendly materials, but I need something more durable for my adventures.",True,3,2023-09-20,M,Burgundy
review_759c2059,product_641df131,Olivia Martinez,5,Love Them for Everything!,"These leggings have become my go-to for everything from hiking in the Olympic National Park to lounging at home. The color is rich, and they fit beautifully. I also love that they are size-inclusive and made sustainably. Highly recommend!",True,15,2023-10-10,XL,Burgundy
review_bf74f37e,product_157c43ac,Emily Johnson,5,Perfect for Pacific Northwest Weather!,I absolutely love the Sage Lightweight Utility Jacket! It's perfect for those unpredictable Seattle showers. The fit is flattering and the material feels so sustainable. I feel good knowing I'm wearing eco-friendly fashion!,True,12,2023-09-15,M,Olive Green
review_acfa4e8c,product_157c43ac,Mark Thompson,4,Great Jacket for Everyday Use,"This jacket is a great addition to my wardrobe. It's lightweight yet warm enough for chilly mornings in Portland. I love the utility pockets, which are super handy for my daily commute. Just wish it came in more colors!",True,8,2023-09-20,L,Charcoal Gray
review_6de3e423,product_157c43ac,Sarah Lee,3,Decent but Not Perfect,"I like the style of the Sage jacket, but I found it a bit snug in the shoulders. It's definitely versatile and works well for casual outings, but I expected a bit more comfort for the price. The sustainability aspect is a big plus!",True,5,2023-09-25,S,Navy Blue
review_99fe0426,product_157c43ac,David Martinez,2,Not What I Expected,"I was really excited about this jacket, but it didn't live up to the hype for me. The fit was off and it felt a bit flimsy compared to other jackets I own. I appreciate the sustainable materials, but I just couldn't get comfortable in it.",True,3,2023-09-30,M,Black
review_c95894ae,product_157c43ac,Jessica Nguyen,5,Love This Jacket!,"The Sage Lightweight Utility Jacket is my go-to for weekend hikes and city strolls alike! It's stylish, functional, and I love that it's made from eco-friendly materials. Highly recommend it to anyone who values comfort and sustainability!",True,20,2023-10-05,M,Burgundy
review_53615b77,product_ec7d663c,Emily Johnson,5,Perfect for Every Occasion!,"I absolutely love the Urban Mist Relaxed Denim! The fit is just right—loose enough for comfort but still flattering. They transition beautifully from a casual day out in Portland to a cozy evening at home. Plus, knowing they’re made sustainably makes me feel good about my purchase!",True,20,2023-09-15,28,Indigo
review_e1a620c7,product_ec7d663c,Mark Thompson,4,Great Fit and Versatile!,"These jeans are a great addition to my wardrobe. They fit well and are super comfortable for both work and weekend adventures in the Cascades. I appreciate the eco-friendly materials, but I wish they came in more colors!",True,15,2023-10-01,32,Black
review_c875fb44,product_ec7d663c,Samantha Lee,3,Decent but Not Perfect,"I wanted to love these jeans, but the fit was a bit off for me. They’re comfortable, but I found them to be a little loose around the waist. I do appreciate the sustainable aspect and the style is nice for casual outings.",True,10,2023-09-20,30,Light Wash
review_a46e99ff,product_ec7d663c,Jordan Smith,2,Not What I Expected,"I was excited to try these jeans, but they didn’t live up to my expectations. The fabric felt stiffer than I anticipated and they didn’t fit as well as I had hoped. I love the brand's mission, but I think I’ll be looking for something else next time.",True,5,2023-09-28,34,Navy
review_9d2f37ee,product_ec7d663c,Lisa Carter,5,My Go-To Jeans!,The Urban Mist Relaxed Denim has quickly become my go-to jeans! They are so versatile; I wear them for everything from hiking in the Gorge to brunch with friends. The comfort is unmatched and I love that I’m supporting sustainable fashion!,True,30,2023-10-05,26,Dark Wash
review_399150a1,product_4ce133d8,Emily Johnson,5,Perfect Everyday Tee!,"I absolutely love the Evergreen Essential T-Shirt! The fit is just right, and it's so soft and comfortable that I wear it almost every day. Plus, knowing it's made from sustainable materials makes me feel good about my purchase.",True,12,2023-09-15,M,Forest Green
review_5b95c842,product_4ce133d8,Jake Thompson,4,Great for Layering!,"This t-shirt is a great addition to my wardrobe. It layers well under my favorite flannel for those chilly Pacific Northwest mornings. I appreciate the body-positive fit, and the color options are fantastic!",True,8,2023-09-20,L,Sky Blue
review_021ea7fd,product_4ce133d8,Sarah Patel,3,"Decent Tee, but Expected More","The Evergreen Essential T-Shirt is nice, but I found it to be a bit thinner than I expected. It’s comfortable and fits well, but I was hoping for something a little more substantial given the price. Still a decent choice for casual outings.",True,5,2023-09-22,S,Charcoal
review_d4a7779a,product_4ce133d8,Michael Chen,2,Not What I Expected,"I was excited to try this t-shirt due to its eco-friendly promise, but it shrunk after the first wash. The fit was good initially, but now it feels too tight. I really wanted to love it, but I’m disappointed.",True,3,2023-09-25,M,Navy
review_0cf611ea,product_4ce133d8,Laura Martinez,5,My Go-To Tee!,"This is my go-to t-shirt for everything from hiking to casual days in the city. The fabric is breathable, and it holds up well after multiple washes. I love supporting a brand that values sustainability and body inclusivity!",True,15,2023-09-30,XL,Olive
review_0cc8cc41,product_5a892b2d,Emily Johnson,5,Perfect for PNW Weather!,"I absolutely love this navy packable raincoat! It’s lightweight yet keeps me dry during those unexpected downpours. Plus, I feel good knowing it's made from sustainable materials. Perfect for my hikes and urban adventures!",True,15,2023-10-05,M,Navy
review_c9bd0d2d,product_5a892b2d,Mark Thompson,4,Great for On-the-Go,"This raincoat is super convenient! I love how it packs down small and fits perfectly in my backpack. It’s stylish enough for city wear, but functional for my outdoor activities too. Just wish it had a few more pockets!",True,10,2023-10-12,L,Navy
review_9a98b009,product_5a892b2d,Sarah Lee,3,Decent but Not Perfect,"I like the look and feel of this raincoat, but I found it a bit snug around the hips. It’s great for light rain, but I wouldn’t rely on it for heavy downpours. Overall, it’s a decent purchase for the price.",True,5,2023-10-15,S,Navy
review_f48babcf,product_5a892b2d,Jason Rivera,2,Not What I Expected,"I was really excited about this raincoat, but it didn’t live up to my expectations. The fit was off, and I found it uncomfortable after a few hours of wear. I appreciate the sustainability aspect, but I wish it had better functionality.",True,3,2023-10-20,M,Navy
review_9ff3786c,product_5a892b2d,Tina Wong,5,Stylish and Functional!,"This packable raincoat is a game changer! I wear it everywhere—from the farmer's market to hiking in the Cascades. It’s stylish, comfortable, and I love that it's eco-friendly. Highly recommend for anyone living that Pacific Northwest lifestyle!",True,20,2023-10-22,L,Navy
review_f2cd2aef,product_7b4aa85c,Emily Johnson,5,Perfect for Summer Adventures!,"These burgundy comfort sandals are a game changer for my summer outings! They are stylish enough for a quick trip to the farmers market and comfortable enough for a hike in the woods. Plus, I love that they are made with eco-friendly materials!",True,25,2023-08-15,8,burgundy
review_3a561c0f,product_7b4aa85c,Michael Thompson,4,Great Fit and Style!,"I was pleasantly surprised by how comfortable these sandals are! They fit well and provide good arch support. The color is vibrant and perfect for my Pacific Northwest hikes, though I wish they came in more earthy tones.",True,18,2023-07-20,10,burgundy
review_5abb86e6,product_7b4aa85c,Sarah Martinez,3,Decent but Not Perfect,"I like the look of these sandals, but I found them a bit stiff at first. After a few wears, they softened up, but I expected more comfort right away. They are versatile enough for casual outings, but I wouldn't wear them all day yet.",True,12,2023-09-05,7,burgundy
review_f7a63c0f,product_7b4aa85c,Jake Anderson,2,Not What I Expected,"I was excited to try these sandals, but they just didn't work for me. The fit felt off, and I found them uncomfortable after a short walk. I appreciate the sustainable approach, but I wish they had better support.",True,5,2023-09-12,9,burgundy
review_df38101a,product_7b4aa85c,Tina Nguyen,5,Love These Sandals!,"These sandals are my new go-to for everything! They are so comfortable and stylish, perfect for both city strolls and beach days. I also love supporting a brand that prioritizes sustainability—definitely worth the price!",True,30,2023-08-30,8,burgundy
review_0588cf60,product_eff73f51,Emily Johnson,5,Perfect for Every Adventure!,"I absolutely love these joggers! They're so comfortable and versatile, making them perfect for everything from a coffee run to a hike in the Cascades. Plus, knowing they're made sustainably makes me feel even better about my purchase!",True,12,2023-10-15,M,Charcoal
review_e9571d45,product_eff73f51,Mark Thompson,4,Great Fit and Style,"These joggers fit really well and have a stylish look that works in both casual and semi-casual settings. I appreciate the eco-friendly materials, but I wish they were a bit thicker for those colder PNW days.",True,8,2023-10-10,L,Charcoal
review_4263327e,product_eff73f51,Sarah Kim,3,Decent but Not What I Expected,"The joggers are comfortable, but I found them to be a little looser than I anticipated. They work for lounging at home, but I was hoping for something a bit more fitted for my weekend outings in the city.",True,5,2023-10-05,S,Charcoal
review_1d3d8cc3,product_eff73f51,James Rodriguez,2,Not for Me,"I was excited about these joggers, but they just didn't work out. The fabric felt a bit cheap and the fit was off for my body type. I love the brand's mission, but I think I'll stick to other styles.",True,3,2023-09-28,M,Charcoal
review_ed12078f,product_eff73f51,Lisa Nguyen,5,My Go-To Joggers!,"These charcoal joggers are my new favorite! They are so soft and perfect for layering during my morning runs along the waterfront. Plus, I love that they are made with sustainable materials!",True,20,2023-10-12,L,Charcoal
review_5f324ac5,product_fd84b70e,Emily Johnson,5,Perfect for the PNW Trails!,"I absolutely love my Olive Hiking Boots! They are not only stylish but incredibly comfortable for long hikes in the Pacific Northwest. The eco-friendly materials make me feel good about my purchase, and they hold up well against the wet weather here.",True,25,2023-09-15,8,olive
review_fcaf8782,product_fd84b70e,James Parker,4,Great Fit and Versatile!,"These boots fit perfectly and are versatile enough for both hikes and casual outings. I appreciate the sustainable approach of Fierce Evergreen, but I wish they had a bit more arch support for longer walks.",True,15,2023-08-20,10,olive
review_a0c924f9,product_fd84b70e,Sarah Lee,3,Decent Boots but Not What I Expected,"I was excited to try these boots, but I found them to be a bit stiff at first. They seem durable and environmentally friendly, but I expected more comfort right out of the box. Hoping they break in soon!",True,10,2023-07-30,7,olive
review_cf923e30,product_fd84b70e,Michael Smith,2,Not Worth the Price,"I wanted to love these boots, but they just didn't meet my expectations. They felt heavy and not as breathable as I hoped. I appreciate the sustainable mission, but I think I’ll look for something lighter for my hikes.",True,5,2023-06-10,9,olive
review_73c98514,product_fd84b70e,Jessica Torres,5,Stylish and Functional!,"These Olive Hiking Boots are a game changer! Not only do they look great with my outdoor gear, but they also perform beautifully on rocky trails. I love the eco-friendly materials and the fact that they are so easy to clean after a muddy hike!",True,30,2023-08-05,6,olive
review_03755169,product_864e8fd5,Emily Johnson,5,Perfect for Work and Beyond!,"I absolutely love the Sage Versatile Wrap Dress! The fabric feels amazing and I appreciate that it's made sustainably. It transitions beautifully from my office meetings to dinner with friends, and the fit is just perfect for my body shape.",True,12,2023-09-15,M,Sage Green
review_6ba1461a,product_864e8fd5,Michael Thompson,4,Stylish and Comfortable,"I bought this dress for my partner, and she looks fantastic in it! The wrap style is flattering and the fabric is soft yet durable. It’s a great addition to her wardrobe, especially for our weekend hikes followed by brunch in the city.",True,8,2023-09-20,L,Sage Green
review_5f872c81,product_864e8fd5,Sofia Martinez,3,"Nice Dress, but Sizing Issues","The Sage Wrap Dress is cute and I love the eco-friendly materials, but I had some trouble with the sizing. It runs a bit small, and I wish there were more options for curvier figures. Overall, I still wear it often, but I expected a better fit.",True,5,2023-09-25,XL,Sage Green
review_7422c8ad,product_864e8fd5,Liam Anderson,2,Disappointed with Quality,"I was really excited about this dress given its sustainable promise, but the quality didn't meet my expectations. The fabric felt thinner than I imagined, and I noticed some stitching issues after just one wash. Not what I expected from Fierce Evergreen.",True,3,2023-09-30,M,Sage Green
review_eacf065d,product_864e8fd5,Ava Nguyen,5,A Wardrobe Staple!,"This dress is everything I wanted! It’s so versatile that I can wear it for work, a night out, or even just lounging at home. The Sage color is perfect for the Pacific Northwest vibe, and I love how it makes me feel confident and chic.",True,20,2023-10-05,S,Sage Green
review_38649890,product_8fcba039,Emily Johnson,5,Perfect Blazer for Work and Play!,"I absolutely love this Burgundy Classic Blazer! It fits perfectly and is so comfortable, making it easy to transition from a day at the office to an evening out. Plus, knowing it's made with sustainable materials makes me feel good about my purchase.",True,12,2023-09-15,M,Burgundy
review_137d45e8,product_8fcba039,Mark Thompson,4,Stylish and Versatile,"This blazer is a great addition to my wardrobe. It pairs well with both jeans and dress pants, making it versatile for any occasion. The only downside is that it could be a bit more breathable for warmer days in the Pacific Northwest.",True,8,2023-09-20,L,Burgundy
review_6929832c,product_8fcba039,Sarah Lee,3,Nice but Not Perfect,"I like the look of the blazer, but I found the fit to be a bit off for my body type. It’s stylish and I appreciate the sustainable aspect, but I wish it had more size options to cater to different shapes.",True,5,2023-09-25,S,Burgundy
review_c382f1ed,product_8fcba039,Jessica Martinez,2,Disappointed with the Quality,"I had high hopes for this blazer, but the fabric felt thinner than expected and it started to fray after just a few wears. I love the concept of eco-friendly fashion, but I need my clothes to last longer than this.",True,3,2023-09-30,M,Burgundy
review_f6e4b7a0,product_8fcba039,David Nguyen,5,A Must-Have for Every Closet!,"This blazer is everything I was looking for! It’s stylish, fits like a dream, and the burgundy color is perfect for fall in the Pacific Northwest. I appreciate the sustainable materials and can’t wait to wear it on my next adventure.",True,15,2023-10-02,L,Burgundy
review_74ac90a8,product_af559c79,Emily Johnson,5,Perfect for Every Season!,"I absolutely love my Charcoal Everyday Scarf! It's incredibly versatile—I've worn it on chilly hikes and as a stylish accessory in the city. The sustainable materials make me feel good about my purchase, and the fit is just right. Highly recommend!",True,15,2023-09-12,,charcoal
review_b8c2672c,product_af559c79,Michael Thompson,4,Great Quality and Style,"This scarf is not only stylish but also made from eco-friendly materials, which I appreciate. It keeps me warm during my morning walks in the Pacific Northwest. My only wish is that it was a bit longer for extra coziness.",True,10,2023-09-15,,charcoal
review_6d932fa5,product_af559c79,Laura Smith,3,Nice but Not What I Expected,"The Charcoal Everyday Scarf is nice, but I found it to be a bit scratchy on my skin. It looks great and goes with everything, but comfort is key for me. I might try washing it to see if it softens up.",True,5,2023-09-20,,charcoal
review_062204ca,product_af559c79,David Lee,2,Disappointed with the Fit,"I wanted to love this scarf, but it just didn't fit well for me. It was too bulky and didn't sit right when I tried to style it. I appreciate the sustainable aspect, but I expected better comfort.",True,3,2023-09-25,,charcoal
review_090a1b9b,product_af559c79,Samantha Ortiz,5,My Go-To Scarf!,"This scarf has become my go-to accessory! It's perfect for layering during those unpredictable Pacific Northwest weather days. The fabric feels great, and I love that it's made sustainably. Definitely worth every penny!",True,20,2023-10-01,,charcoal
review_d8002a33,product_7267369a,Emily Johnson,5,Perfect for My Urban Adventures!,"I absolutely love my Sage Eco-Friendly Tote! It's spacious enough for my laptop and groceries, and the eco-friendly materials make me feel good about my purchase. Plus, the color is a beautiful earthy tone that fits right in with the Pacific Northwest vibe.",True,12,2023-10-01,,sage green
review_c3d98a1f,product_7267369a,Michael Lee,4,Stylish and Functional,"This tote is both stylish and functional! I use it for work and weekend hikes. The straps are comfortable, and I love that it's made from sustainable materials. My only wish is that it had a few more pockets for organization.",True,8,2023-10-05,,sage green
review_83a98c96,product_7267369a,Sarah Patel,3,"Decent Tote, but Lacking Durability","I like the design and the eco-friendly aspect of the Sage Tote, but I found it not as durable as I expected. After a few weeks of daily use, the stitching started to fray. It’s a good bag for light use, but I wouldn’t recommend it for heavy loads.",True,5,2023-10-10,,sage green
review_89b0711d,product_7267369a,David Thompson,2,Not What I Expected,"I was really excited about this tote, but it didn't meet my expectations. The material feels a bit flimsy, and I was hoping for a sturdier bag for my outdoor trips. It's cute, but I don't think it will hold up in the long run.",True,3,2023-10-15,,sage green
review_08777559,product_7267369a,Jessica Ramirez,5,My New Go-To Bag!,"This tote has quickly become my go-to bag! It’s perfect for everything from grocery shopping to weekend hikes. The fit is just right, and I love knowing it’s made from sustainable materials. Highly recommend for anyone living that Pacific Northwest lifestyle!",True,15,2023-10-20,,sage green
review_d3e894e9,product_61cf0671,Emily Johnson,5,Perfect for Pacific Northwest Weather!,"I absolutely love this beanie! It's warm, stylish, and the charcoal color goes with everything in my wardrobe. Plus, knowing it's made sustainably makes it even better. Perfect for my hikes around the Cascades!",True,12,2023-10-01,,charcoal
review_990f6a3b,product_61cf0671,Mark Thompson,4,Stylish and Comfortable,This beanie is not only stylish but also super comfortable. I wear it on my daily walks around the city and it keeps my head warm without feeling too tight. The eco-friendly materials are a big plus for me!,True,8,2023-10-05,,charcoal
review_94827609,product_61cf0671,Sara Mitchell,3,Decent Beanie but Could be Better,"The beanie is decent, but I found it a little snug for my head. It looks great and feels warm, but I wish it had a bit more stretch. Still, I appreciate the brand's commitment to sustainability.",True,5,2023-10-10,,charcoal
review_cfb1dcd5,product_61cf0671,Jake Ramirez,2,Not for Me,"I was really excited about this beanie, but it just didn't fit well. It felt too loose and kept slipping off my head. I love the idea of sustainable fashion, but I wish the fit was better.",True,3,2023-10-15,,charcoal
review_8f9f8bce,product_61cf0671,Lily Nguyen,5,My New Go-To Beanie!,This beanie has quickly become my favorite accessory! It's perfect for both casual outings and outdoor adventures. I love how it keeps me warm while being eco-friendly. Highly recommend it for anyone living in the PNW!,True,20,2023-10-20,,charcoal
review_5b7c7f4e,product_d013ed1b,Emily Johnson,5,Perfect for City Adventures!,"I absolutely love my Evergreen Travel Slip-Ons! They are incredibly comfortable and stylish, making them perfect for both urban outings and spontaneous hikes in the Pacific Northwest. Plus, knowing they are made sustainably makes me feel good about my purchase.",True,12,2023-09-15,8,Forest Green
review_103587ff,product_d013ed1b,Mark Thompson,4,Great for Casual Days,"These slip-ons are very versatile! I can wear them to work or while running errands. The fit is true to size, and I appreciate the eco-friendly materials. They do take a little breaking in, but overall, I'm very happy with my purchase.",True,8,2023-08-30,10,Charcoal
review_acd9c627,product_d013ed1b,Lisa Chen,3,Decent but Not Amazing,"I like the design of the Evergreen Travel Slip-Ons, but I found them a bit stiff at first. They are definitely sustainable, which I appreciate, but I expected more comfort for the price. They work for short outings but not for long walks.",True,5,2023-07-10,7,Navy Blue
review_959de82c,product_d013ed1b,David Martinez,2,Not What I Hoped For,"I was excited to try these slip-ons, but unfortunately, they didn't live up to my expectations. They felt a bit tight and the arch support was lacking. I love the brand's mission, but I wish these were more comfortable for everyday wear.",True,3,2023-06-20,9,Black
review_645e76cd,product_d013ed1b,Sarah Patel,5,Stylish and Eco-Friendly!,"These slip-ons are fantastic! They look great with everything, from jeans to dresses, and they're so easy to slip on and off. I love supporting a brand that values sustainability and body positivity. Highly recommend for anyone who enjoys the Pacific Northwest lifestyle!",True,15,2023-05-05,6,Olive
review_70743893,product_6d9fc40f,Samantha R.,5,Perfect for PNW Adventures!,"I absolutely love the Navy Performance Pullover! It's lightweight yet warm, making it perfect for my hikes in the Cascades. Plus, knowing it’s made from sustainable materials makes me feel good about my purchase.",True,12,2023-09-15,M,Navy
review_4e249492,product_6d9fc40f,Mark T.,4,Stylish and Comfortable,"This pullover is not only stylish, but it also fits great! I wear it for both work and casual outings. The fabric feels nice against my skin, and I love that it’s eco-friendly. My only complaint is that I wish it came in more colors!",True,8,2023-09-20,L,Navy
review_34178734,product_6d9fc40f,Jessica L.,3,"Decent, but Not What I Expected","The Navy Performance Pullover is nice, but I found it a bit tighter than I expected. It’s still comfortable for light activities, but I was hoping for a more relaxed fit. I appreciate the sustainable aspect, though!",True,5,2023-09-25,S,Navy
review_b5d5b272,product_6d9fc40f,Ryan K.,2,Not Great for Active Use,"I was excited to try the Navy Performance Pullover, but it didn’t hold up during my runs. It feels a bit too warm and doesn't wick moisture as well as I hoped. I love the brand's commitment to sustainability, but I need something more functional for my workouts.",True,3,2023-09-30,M,Navy
review_c931f46d,product_6d9fc40f,Emily S.,5,My Go-To Layer!,"This pullover has become a staple in my wardrobe! It's versatile enough for layering during my city walks or cozying up by the fire after a day outdoors. The fit is perfect, and I love supporting a brand that prioritizes sustainability. Highly recommend!",True,20,2023-10-05,L,Navy
review_fcb2743a,product_033a4ad9,Emily Johnson,5,Perfect for Weekend Getaways!,"I absolutely love my Rust Peak Weekend Bag! It's spacious enough for all my essentials, and I appreciate that it's made from sustainable materials. The color is vibrant and reminds me of the beautiful autumn leaves in the Pacific Northwest. Highly recommend for anyone who loves adventure!",True,15,2023-09-15,,Rust
review_81adcc65,product_033a4ad9,Mark Thompson,4,"Great Bag, Minor Flaw","The Rust Peak Weekend Bag is stylish and functional, perfect for my trips to the mountains. The only downside is that the zipper can be a bit tricky at times. Overall, it's a great investment in sustainable fashion.",True,10,2023-08-22,,Rust
review_ccc01ca3,product_033a4ad9,Samantha Lee,3,"Decent, But Not What I Expected","I was excited to get the Rust Peak Weekend Bag, but it didn’t quite meet my expectations. While it looks good and is made from eco-friendly materials, I found it a bit smaller than I thought. It works for short trips, but I was hoping for more space.",True,5,2023-07-30,,Rust
review_0de8e29e,product_033a4ad9,David Kim,2,Not the Best Quality,"I really wanted to love this bag, but the stitching started coming undone after just a few uses. The design is great, and the sustainability aspect is a plus, but I expected better quality for the price. Disappointed.",True,3,2023-06-12,,Rust
review_c8b70efd,product_033a4ad9,Rachel Martinez,5,Stylish and Eco-Friendly!,"The Rust Peak Weekend Bag is a fantastic addition to my collection! It's versatile enough for both city outings and nature hikes. I love that it’s made from sustainable materials, and the fit is perfect for carrying everything I need. Plus, it looks amazing!",True,20,2023-09-01,,Rust
review_7e223aef,product_4106893d,Sarah Thompson,5,Perfect for Pacific Northwest Adventures!,"These burgundy hiking shorts are a game changer! The fit is fantastic, and they are super comfortable for long hikes. I love that they are made from sustainable materials, making me feel good about my purchase while enjoying the beautiful outdoors.",True,15,2023-09-15,M,Burgundy
review_ad05b5a5,product_4106893d,Mark Johnson,4,Great Fit and Versatile,"I bought these shorts for a weekend camping trip, and they exceeded my expectations. They fit well and are versatile enough to wear around town after a hike. The only downside is they could use a couple more pockets for convenience.",True,10,2023-09-20,L,Burgundy
review_9e81c3b6,product_4106893d,Emily Carter,3,Decent but Not What I Expected,"While I appreciate the sustainable materials, I found the fit to be a bit off. They were snug in the waist but loose around the legs. They are comfortable for casual wear, but I was hoping for a more tailored look for hiking.",True,5,2023-09-22,S,Burgundy
